IDCIDCATEGORIA,IDCIDSUBCATEGORIA,OPC,DESCRICAO,RESTRICAO
X65,X650,,X65.0 Residencia,5
X65,X651,,X65.1 Habitacao coletiva,5
X65,X652,,X65.2 Escolas outr instit areas admin publica,5
X65,X653,,X65.3 Area p/a pratica de esportes e atletismo,5
X65,X654,,X65.4 Rua e estrada,5
X65,X655,,X65.5 Areas de comercio e de servicos,5
X65,X656,,X65.6 Areas industriais e em construcao,5
X65,X657,,X65.7 Fazenda,5
X65,X658,,X65.8 Outr locais espec,5
X65,X659,,X65.9 Local NE,5
X66,X660,,X66.0 Residencia,5
X66,X661,,X66.1 Habitacao coletiva,5
X66,X662,,X66.2 Escolas outr instit areas admin publica,5
X66,X663,,X66.3 Area p/a pratica de esportes e atletismo,5
X66,X664,,X66.4 Rua e estrada,5
X66,X665,,X66.5 Areas de comercio e de servicos,5
X66,X666,,X66.6 Areas industriais e em construcao,5
X66,X667,,X66.7 Fazenda,5
X66,X668,,X66.8 Outr locais espec,5
X66,X669,,X66.9 Local NE,5
X67,X670,,X67.0 Residencia,5
X67,X671,,X67.1 Habitacao coletiva,5
X67,X672,,X67.2 Escolas outr instit areas admin publica,5
X67,X673,,X67.3 Area p/a pratica de esportes e atletismo,5
X67,X674,,X67.4 Rua e estrada,5
X67,X675,,X67.5 Areas de comercio e de servicos,5
X67,X676,,X67.6 Areas industriais e em construcao,5
X67,X677,,X67.7 Fazenda,5
X67,X678,,X67.8 Outr locais espec,5
X67,X679,,X67.9 Local NE,5
X68,X680,,X68.0 Residencia,5
X68,X681,,X68.1 Habitacao coletiva,5
X68,X682,,X68.2 Escolas outr instit areas admin publica,5
X68,X683,,X68.3 Area p/a pratica de esportes e atletismo,5
X68,X684,,X68.4 Rua e estrada,5
X68,X685,,X68.5 Areas de comercio e de servicos,5
X68,X686,,X68.6 Areas industriais e em construcao,5
X68,X687,,X68.7 Fazenda,5
X68,X688,,X68.8 Outr locais espec,5
X68,X689,,X68.9 Local NE,5
X69,X690,,X69.0 Residencia,5
X69,X691,,X69.1 Habitacao coletiva,5
X69,X692,,X69.2 Escolas outr instit areas admin publica,5
X69,X693,,X69.3 Area p/a pratica de esportes e atletismo,5
X69,X694,,X69.4 Rua e estrada,5
X69,X695,,X69.5 Areas de comercio e de servicos,5
X69,X696,,X69.6 Areas industriais e em construcao,5
X69,X697,,X69.7 Fazenda,5
X69,X698,,X69.8 Outr locais espec,5
X69,X699,,X69.9 Local NE,5
X70,X700,,X70.0 Residencia,5
X70,X701,,X70.1 Habitacao coletiva,5
X70,X702,,X70.2 Escolas outr instit areas admin publica,5
X70,X703,,X70.3 Area p/a pratica de esportes e atletismo,5
X70,X704,,X70.4 Rua e estrada,5
X70,X705,,X70.5 Areas de comercio e de servicos,5
X70,X706,,X70.6 Areas industriais e em construcao,5
X70,X707,,X70.7 Fazenda,5
X70,X708,,X70.8 Outr locais espec,5
X70,X709,,X70.9 Local NE,5
X71,X710,,X71.0 Residencia,5
X71,X711,,X71.1 Habitacao coletiva,5
X71,X712,,X71.2 Escolas outr instit areas admin publica,5
X71,X713,,X71.3 Area p/a pratica de esportes e atletismo,5
X71,X714,,X71.4 Rua e estrada,5
X71,X715,,X71.5 Areas de comercio e de servicos,5
X71,X716,,X71.6 Areas industriais e em construcao,5
X71,X717,,X71.7 Fazenda,5
X71,X718,,X71.8 Outr locais espec,5
X71,X719,,X71.9 Local NE,5
X72,X720,,X72.0 Residencia,5
X72,X721,,X72.1 Habitacao coletiva,5
X72,X722,,X72.2 Escolas outr instit areas admin publica,5
X72,X723,,X72.3 Area p/a pratica de esportes e atletismo,5
X72,X724,,X72.4 Rua e estrada,5
X72,X725,,X72.5 Areas de comercio e de servicos,5
X72,X726,,X72.6 Areas industriais e em construcao,5
X72,X727,,X72.7 Fazenda,5
X72,X728,,X72.8 Outr locais espec,5
X72,X729,,X72.9 Local NE,5
X73,X730,,X73.0 Residencia,5
X73,X731,,X73.1 Habitacao coletiva,5
X73,X732,,X73.2 Escolas outr instit areas admin publica,5
X73,X733,,X73.3 Area p/a pratica de esportes e atletismo,5
X73,X734,,X73.4 Rua e estrada,5
X73,X735,,X73.5 Areas de comercio e de servicos,5
X73,X736,,X73.6 Areas industriais e em construcao,5
X73,X737,,X73.7 Fazenda,5
X73,X738,,X73.8 Outr locais espec,5
X73,X739,,X73.9 Local NE,5
X74,X740,,X74.0 Residencia,5
X74,X741,,X74.1 Habitacao coletiva,5
X74,X742,,X74.2 Escolas outr instit areas admin publica,5
X74,X743,,X74.3 Area p/a pratica de esportes e atletismo,5
X74,X744,,X74.4 Rua e estrada,5
X74,X745,,X74.5 Areas de comercio e de servicos,5
X74,X746,,X74.6 Areas industriais e em construcao,5
X74,X747,,X74.7 Fazenda,5
X74,X748,,X74.8 Outr locais espec,5
X74,X749,,X74.9 Local NE,5
X75,X750,,X75.0 Residencia,5
X75,X751,,X75.1 Habitacao coletiva,5
X75,X752,,X75.2 Escolas outr instit areas admin publica,5
X75,X753,,X75.3 Area p/a pratica de esportes e atletismo,5
X75,X754,,X75.4 Rua e estrada,5
X75,X755,,X75.5 Areas de comercio e de servicos,5
X75,X756,,X75.6 Areas industriais e em construcao,5
X75,X757,,X75.7 Fazenda,5
X75,X758,,X75.8 Outr locais espec,5
X75,X759,,X75.9 Local NE,5
X76,X760,,X76.0 Residencia,5
X76,X761,,X76.1 Habitacao coletiva,5
X76,X762,,X76.2 Escolas outr instit areas admin publica,5
X76,X763,,X76.3 Area p/a pratica de esportes e atletismo,5
X76,X764,,X76.4 Rua e estrada,5
X76,X765,,X76.5 Areas de comercio e de servicos,5
X76,X766,,X76.6 Areas industriais e em construcao,5
X76,X767,,X76.7 Fazenda,5
X76,X768,,X76.8 Outr locais espec,5
X76,X769,,X76.9 Local NE,5
X77,X770,,X77.0 Residencia,5
X77,X771,,X77.1 Habitacao coletiva,5
X77,X772,,X77.2 Escolas outr instit areas admin publica,5
X77,X773,,X77.3 Area p/a pratica de esportes e atletismo,5
X77,X774,,X77.4 Rua e estrada,5
X77,X775,,X77.5 Areas de comercio e de servicos,5
X77,X776,,X77.6 Areas industriais e em construcao,5
X77,X777,,X77.7 Fazenda,5
X77,X778,,X77.8 Outr locais espec,5
X77,X779,,X77.9 Local NE,5
X78,X780,,X78.0 Residencia,5
X78,X781,,X78.1 Habitacao coletiva,5
X78,X782,,X78.2 Escolas outr instit areas admin publica,5
X78,X783,,X78.3 Area p/a pratica de esportes e atletismo,5
X78,X784,,X78.4 Rua e estrada,5
X78,X785,,X78.5 Areas de comercio e de servicos,5
X78,X786,,X78.6 Areas industriais e em construcao,5
X78,X787,,X78.7 Fazenda,5
X78,X788,,X78.8 Outr locais espec,5
X78,X789,,X78.9 Local NE,5
X79,X790,,X79.0 Residencia,5
X79,X791,,X79.1 Habitacao coletiva,5
X79,X792,,X79.2 Escolas outr instit areas admin publica,5
X79,X793,,X79.3 Area p/a pratica de esportes e atletismo,5
X79,X794,,X79.4 Rua e estrada,5
X79,X795,,X79.5 Areas de comercio e de servicos,5
X79,X796,,X79.6 Areas industriais e em construcao,5
X79,X797,,X79.7 Fazenda,5
X79,X798,,X79.8 Outr locais espec,5
X79,X799,,X79.9 Local NE,5
X80,X800,,X80.0 Residencia,5
X80,X801,,X80.1 Habitacao coletiva,5
X80,X802,,X80.2 Escolas outr instit areas admin publica,5
X80,X803,,X80.3 Area p/a pratica de esportes e atletismo,5
X80,X804,,X80.4 Rua e estrada,5
X80,X805,,X80.5 Areas de comercio e de servicos,5
X80,X806,,X80.6 Areas industriais e em construcao,5
X80,X807,,X80.7 Fazenda,5
X80,X808,,X80.8 Outr locais espec,5
X80,X809,,X80.9 Local NE,5
X81,X810,,X81.0 Residencia,5
X81,X811,,X81.1 Habitacao coletiva,5
X81,X812,,X81.2 Escolas outr instit areas admin publica,5
X81,X813,,X81.3 Area p/a pratica de esportes e atletismo,5
X81,X814,,X81.4 Rua e estrada,5
X81,X815,,X81.5 Areas de comercio e de servicos,5
X81,X816,,X81.6 Areas industriais e em construcao,5
X81,X817,,X81.7 Fazenda,5
X81,X818,,X81.8 Outr locais espec,5
X81,X819,,X81.9 Local NE,5
X82,X820,,X82.0 Residencia,5
X82,X821,,X82.1 Habitacao coletiva,5
X82,X822,,X82.2 Escolas outr instit areas admin publica,5
X82,X823,,X82.3 Area p/a pratica de esportes e atletismo,5
X82,X824,,X82.4 Rua e estrada,5
X82,X825,,X82.5 Areas de comercio e de servicos,5
X82,X826,,X82.6 Areas industriais e em construcao,5
X82,X827,,X82.7 Fazenda,5
X82,X828,,X82.8 Outr locais espec,5
X82,X829,,X82.9 Local NE,5
X83,X830,,X83.0 Residencia,5
X83,X831,,X83.1 Habitacao coletiva,5
X83,X832,,X83.2 Escolas outr instit areas admin publica,5
X83,X833,,X83.3 Area p/a pratica de esportes e atletismo,5
X83,X834,,X83.4 Rua e estrada,5
X83,X835,,X83.5 Areas de comercio e de servicos,5
X83,X836,,X83.6 Areas industriais e em construcao,5
X83,X837,,X83.7 Fazenda,5
X83,X838,,X83.8 Outr locais espec,5
X83,X839,,X83.9 Local NE,5
X84,X840,,X84.0 Residencia,5
X84,X841,,X84.1 Habitacao coletiva,5
X84,X842,,X84.2 Escolas outr instit areas admin publica,5
X84,X843,,X84.3 Area p/a pratica de esportes e atletismo,5
X84,X844,,X84.4 Rua e estrada,5
X84,X845,,X84.5 Areas de comercio e de servicos,5
X84,X846,,X84.6 Areas industriais e em construcao,5
X84,X847,,X84.7 Fazenda,5
X84,X848,,X84.8 Outr locais espec,5
X84,X849,,X84.9 Local NE,5
X85,X850,,X85.0 Residencia,5
X85,X851,,X85.1 Habitacao coletiva,5
X85,X852,,X85.2 Escolas outr instit areas admin publica,5
X85,X853,,X85.3 Area p/a pratica de esportes e atletismo,5
X85,X854,,X85.4 Rua e estrada,5
X85,X855,,X85.5 Areas de comercio e de servicos,5
X85,X856,,X85.6 Areas industriais e em construcao,5
X85,X857,,X85.7 Fazenda,5
X85,X858,,X85.8 Outr locais espec,5
X85,X859,,X85.9 Local NE,5
X86,X860,,X86.0 Residencia,5
X86,X861,,X86.1 Habitacao coletiva,5
X86,X862,,X86.2 Escolas outr instit areas admin publica,5
X86,X863,,X86.3 Area p/a pratica de esportes e atletismo,5
X86,X864,,X86.4 Rua e estrada,5
X86,X865,,X86.5 Areas de comercio e de servicos,5
X86,X866,,X86.6 Areas industriais e em construcao,5
X86,X867,,X86.7 Fazenda,5
X86,X868,,X86.8 Outr locais espec,5
X86,X869,,X86.9 Local NE,5
X87,X870,,X87.0 Residencia,5
X87,X871,,X87.1 Habitacao coletiva,5
X87,X872,,X87.2 Escolas outr instit areas admin publica,5
X87,X873,,X87.3 Area p/a pratica de esportes e atletismo,5
X87,X874,,X87.4 Rua e estrada,5
X87,X875,,X87.5 Areas de comercio e de servicos,5
X87,X876,,X87.6 Areas industriais e em construcao,5
X87,X877,,X87.7 Fazenda,5
X87,X878,,X87.8 Outr locais espec,5
X87,X879,,X87.9 Local NE,5
X88,X880,,X88.0 Residencia,5
X88,X881,,X88.1 Habitacao coletiva,5
X88,X882,,X88.2 Escolas outr instit areas admin publica,5
X88,X883,,X88.3 Area p/a pratica de esportes e atletismo,5
X88,X884,,X88.4 Rua e estrada,5
X88,X885,,X88.5 Areas de comercio e de servicos,5
X88,X886,,X88.6 Areas industriais e em construcao,5
X88,X887,,X88.7 Fazenda,5
X88,X888,,X88.8 Outr locais espec,5
X88,X889,,X88.9 Local NE,5
X89,X890,,X89.0 Residencia,5
X89,X891,,X89.1 Habitacao coletiva,5
X89,X892,,X89.2 Escolas outr instit areas admin publica,5
X89,X893,,X89.3 Area p/a pratica de esportes e atletismo,5
X89,X894,,X89.4 Rua e estrada,5
X89,X895,,X89.5 Areas de comercio e de servicos,5
X89,X896,,X89.6 Areas industriais e em construcao,5
X89,X897,,X89.7 Fazenda,5
X89,X898,,X89.8 Outr locais espec,5
X89,X899,,X89.9 Local NE,5
X90,X900,,X90.0 Residencia,5
X90,X901,,X90.1 Habitacao coletiva,5
X90,X902,,X90.2 Escolas outr instit areas admin publica,5
X90,X903,,X90.3 Area p/a pratica de esportes e atletismo,5
X90,X904,,X90.4 Rua e estrada,5
X90,X905,,X90.5 Areas de comercio e de servicos,5
X90,X906,,X90.6 Areas industriais e em construcao,5
X90,X907,,X90.7 Fazenda,5
X90,X908,,X90.8 Outr locais espec,5
X90,X909,,X90.9 Local NE,5
X91,X910,,X91.0 Residencia,5
X91,X911,,X91.1 Habitacao coletiva,5
X91,X912,,X91.2 Escolas outr instit areas admin publica,5
X91,X913,,X91.3 Area p/a pratica de esportes e atletismo,5
X91,X914,,X91.4 Rua e estrada,5
X91,X915,,X91.5 Areas de comercio e de servicos,5
X91,X916,,X91.6 Areas industriais e em construcao,5
X91,X917,,X91.7 Fazenda,5
X91,X918,,X91.8 Outr locais espec,5
X91,X919,,X91.9 Local NE,5
X92,X920,,X92.0 Residencia,5
X92,X921,,X92.1 Habitacao coletiva,5
X92,X922,,X92.2 Escolas outr instit areas admin publica,5
X92,X923,,X92.3 Area p/a pratica de esportes e atletismo,5
X92,X924,,X92.4 Rua e estrada,5
X92,X925,,X92.5 Areas de comercio e de servicos,5
X92,X926,,X92.6 Areas industriais e em construcao,5
X92,X927,,X92.7 Fazenda,5
X92,X928,,X92.8 Outr locais espec,5
X92,X929,,X92.9 Local NE,5
X93,X930,,X93.0 Residencia,5
X93,X931,,X93.1 Habitacao coletiva,5
X93,X932,,X93.2 Escolas outr instit areas admin publica,5
X93,X933,,X93.3 Area p/a pratica de esportes e atletismo,5
X93,X934,,X93.4 Rua e estrada,5
X93,X935,,X93.5 Areas de comercio e de servicos,5
X93,X936,,X93.6 Areas industriais e em construcao,5
X93,X937,,X93.7 Fazenda,5
X93,X938,,X93.8 Outr locais espec,5
X93,X939,,X93.9 Local NE,5
X94,X940,,X94.0 Residencia,5
X94,X941,,X94.1 Habitacao coletiva,5
X94,X942,,X94.2 Escolas outr instit areas admin publica,5
X94,X943,,X94.3 Area p/a pratica de esportes e atletismo,5
X94,X944,,X94.4 Rua e estrada,5
X94,X945,,X94.5 Areas de comercio e de servicos,5
X94,X946,,X94.6 Areas industriais e em construcao,5
X94,X947,,X94.7 Fazenda,5
X94,X948,,X94.8 Outr locais espec,5
X94,X949,,X94.9 Local NE,5
X95,X950,,X95.0 Residencia,5
X95,X951,,X95.1 Habitacao coletiva,5
X95,X952,,X95.2 Escolas outr instit areas admin publica,5
X95,X953,,X95.3 Area p/a pratica de esportes e atletismo,5
X95,X954,,X95.4 Rua e estrada,5
X95,X955,,X95.5 Areas de comercio e de servicos,5
X95,X956,,X95.6 Areas industriais e em construcao,5
X95,X957,,X95.7 Fazenda,5
X95,X958,,X95.8 Outr locais espec,5
X95,X959,,X95.9 Local NE,5
X96,X960,,X96.0 Residencia,5
X96,X961,,X96.1 Habitacao coletiva,5
X96,X962,,X96.2 Escolas outr instit areas admin publica,5
X96,X963,,X96.3 Area p/a pratica de esportes e atletismo,5
X96,X964,,X96.4 Rua e estrada,5
X96,X965,,X96.5 Areas de comercio e de servicos,5
X96,X966,,X96.6 Areas industriais e em construcao,5
X96,X967,,X96.7 Fazenda,5
X96,X968,,X96.8 Outr locais espec,5
X96,X969,,X96.9 Local NE,5
X97,X970,,X97.0 Residencia,5
X97,X971,,X97.1 Habitacao coletiva,5
X97,X972,,X97.2 Escolas outr instit areas admin publica,5
X97,X973,,X97.3 Area p/a pratica de esportes e atletismo,5
X97,X974,,X97.4 Rua e estrada,5
X97,X975,,X97.5 Areas de comercio e de servicos,5
X97,X976,,X97.6 Areas industriais e em construcao,5
X97,X977,,X97.7 Fazenda,5
X97,X978,,X97.8 Outr locais espec,5
X97,X979,,X97.9 Local NE,5
X98,X980,,X98.0 Residencia,5
X98,X981,,X98.1 Habitacao coletiva,5
X98,X982,,X98.2 Escolas outr instit areas admin publica,5
X98,X983,,X98.3 Area p/a pratica de esportes e atletismo,5
X98,X984,,X98.4 Rua e estrada,5
X98,X985,,X98.5 Areas de comercio e de servicos,5
X98,X986,,X98.6 Areas industriais e em construcao,5
X98,X987,,X98.7 Fazenda,5
X98,X988,,X98.8 Outr locais espec,5
X98,X989,,X98.9 Local NE,5
X99,X990,,X99.0 Residencia,5
X99,X991,,X99.1 Habitacao coletiva,5
X99,X992,,X99.2 Escolas outr instit areas admin publica,5
X99,X993,,X99.3 Area p/a pratica de esportes e atletismo,5
X99,X994,,X99.4 Rua e estrada,5
X99,X995,,X99.5 Areas de comercio e de servicos,5
X99,X996,,X99.6 Areas industriais e em construcao,5
X99,X997,,X99.7 Fazenda,5
X99,X998,,X99.8 Outr locais espec,5
X99,X999,,X99.9 Local NE,5
Y00,Y000,,Y00.0 Residencia,5
Y00,Y001,,Y00.1 Habitacao coletiva,5
Y00,Y002,,Y00.2 Escolas outr instit areas admin publica,5
Y00,Y003,,Y00.3 Area p/a pratica de esportes e atletismo,5
Y00,Y004,,Y00.4 Rua e estrada,5
Y00,Y005,,Y00.5 Areas de comercio e de servicos,5
Y00,Y006,,Y00.6 Areas industriais e em construcao,5
Y00,Y007,,Y00.7 Fazenda,5
Y00,Y008,,Y00.8 Outr locais espec,5
Y00,Y009,,Y00.9 Local NE,5
Y01,Y010,,Y01.0 Residencia,5
Y01,Y011,,Y01.1 Habitacao coletiva,5
Y01,Y012,,Y01.2 Escolas outr instit areas admin publica,5
Y01,Y013,,Y01.3 Area p/a pratica de esportes e atletismo,5
Y01,Y014,,Y01.4 Rua e estrada,5
Y01,Y015,,Y01.5 Areas de comercio e de servicos,5
Y01,Y016,,Y01.6 Areas industriais e em construcao,5
Y01,Y017,,Y01.7 Fazenda,5
Y01,Y018,,Y01.8 Outr locais espec,5
Y01,Y019,,Y01.9 Local NE,5
Y02,Y020,,Y02.0 Residencia,5
Y02,Y021,,Y02.1 Habitacao coletiva,5
Y02,Y022,,Y02.2 Escolas outr instit areas admin publica,5
Y02,Y023,,Y02.3 Area p/a pratica de esportes e atletismo,5
Y02,Y024,,Y02.4 Rua e estrada,5
Y02,Y025,,Y02.5 Areas de comercio e de servicos,5
Y02,Y026,,Y02.6 Areas industriais e em construcao,5
Y02,Y027,,Y02.7 Fazenda,5
Y02,Y028,,Y02.8 Outr locais espec,5
Y02,Y029,,Y02.9 Local NE,5
Y03,Y030,,Y03.0 Residencia,5
Y03,Y031,,Y03.1 Habitacao coletiva,5
Y03,Y032,,Y03.2 Escolas outr instit areas admin publica,5
Y03,Y033,,Y03.3 Area p/a pratica de esportes e atletismo,5
Y03,Y034,,Y03.4 Rua e estrada,5
Y03,Y035,,Y03.5 Areas de comercio e de servicos,5
Y03,Y036,,Y03.6 Areas industriais e em construcao,5
Y03,Y037,,Y03.7 Fazenda,5
Y03,Y038,,Y03.8 Outr locais espec,5
Y03,Y039,,Y03.9 Local NE,5
Y04,Y040,,Y04.0 Residencia,5
Y04,Y041,,Y04.1 Habitacao coletiva,5
Y04,Y042,,Y04.2 Escolas outr instit areas admin publica,5
Y04,Y043,,Y04.3 Area p/a pratica de esportes e atletismo,5
Y04,Y044,,Y04.4 Rua e estrada,5
Y04,Y045,,Y04.5 Areas de comercio e de servicos,5
Y04,Y046,,Y04.6 Areas industriais e em construcao,5
Y04,Y047,,Y04.7 Fazenda,5
Y04,Y048,,Y04.8 Outr locais espec,5
Y04,Y049,,Y04.9 Local NE,5
Y05,Y050,,Y05.0 Residencia,5
Y05,Y051,,Y05.1 Habitacao coletiva,5
Y05,Y052,,Y05.2 Escolas outr instit areas admin publica,5
Y05,Y053,,Y05.3 Area p/a pratica de esportes e atletismo,5
Y05,Y054,,Y05.4 Rua e estrada,5
Y05,Y055,,Y05.5 Areas de comercio e de servicos,5
Y05,Y056,,Y05.6 Areas industriais e em construcao,5
Y05,Y057,,Y05.7 Fazenda,5
Y05,Y058,,Y05.8 Outr locais espec,5
Y05,Y059,,Y05.9 Local NE,5
Y06,Y060,,Y06.0 Negligencia e abandono p/esposo companheiro,5
Y06,Y061,,Y06.1 Negligencia e abandono p/pais,5
Y06,Y062,,Y06.2 Negligencia e abandono p/conhecido ou amigo,5
Y06,Y068,,Y06.8 Negligencia e abandono p/outr pessoa espec,5
Y06,Y069,,Y06.9 Negligencia e abandono p/pessoa NE,5
Y07,Y070,,Y07.0 Outr sindr maus tratos p/esposo companheiro,5
Y07,Y071,,Y07.1 Outr sindr de maus tratos p/pais,5
Y07,Y072,,Y07.2 Outr sindr de maus tratos p/conhecido amigo,5
Y07,Y073,,Y07.3 Outr sindr de maus tratos p/autor oficiais,5
Y07,Y078,,Y07.8 Outr sindr maus tratos p/outr pessoa espec,5
Y07,Y079,,Y07.9 Outr sindr de maus tratos p/pessoa NE,5
Y08,Y080,,Y08.0 Residencia,5
Y08,Y081,,Y08.1 Habitacao coletiva,5
Y08,Y082,,Y08.2 Escolas outr instit areas admin publica,5
Y08,Y083,,Y08.3 Area p/a pratica de esportes e atletismo,5
Y08,Y084,,Y08.4 Rua e estrada,5
Y08,Y085,,Y08.5 Areas de comercio e de servicos,5
Y08,Y086,,Y08.6 Areas industriais e em construcao,5
Y08,Y087,,Y08.7 Fazenda,5
Y08,Y088,,Y08.8 Outr locais espec,5
Y08,Y089,,Y08.9 Local NE,5
Y09,Y090,,Y09.0 Residencia,5
Y09,Y091,,Y09.1 Habitacao coletiva,5
Y09,Y092,,Y09.2 Escolas outr instit areas admin publica,5
Y09,Y093,,Y09.3 Area p/a pratica de esportes e atletismo,5
Y09,Y094,,Y09.4 Rua e estrada,5
Y09,Y095,,Y09.5 Areas de comercio e de servicos,5
Y09,Y096,,Y09.6 Areas industriais e em construcao,5
Y09,Y097,,Y09.7 Fazenda,5
Y09,Y098,,Y09.8 Outr locais espec,5
Y09,Y099,,Y09.9 Local NE,5
Y10,Y100,,Y10.0 Residencia,5
Y10,Y101,,Y10.1 Habitacao coletiva,5
Y10,Y102,,Y10.2 Escolas outr instit areas admin publica,5
Y10,Y103,,Y10.3 Area p/a pratica de esportes e atletismo,5
Y10,Y104,,Y10.4 Rua e estrada,5
Y10,Y105,,Y10.5 Areas de comercio e de servicos,5
Y10,Y106,,Y10.6 Areas industriais e em construcao,5
Y10,Y107,,Y10.7 Fazenda,5
Y10,Y108,,Y10.8 Outr locais espec,5
Y10,Y109,,Y10.9 Local NE,5
Y11,Y110,,Y11.0 Residencia,5
Y11,Y111,,Y11.1 Habitacao coletiva,5
Y11,Y112,,Y11.2 Escolas outr instit areas admin publica,5
Y11,Y113,,Y11.3 Area p/a pratica de esportes e atletismo,5
Y11,Y114,,Y11.4 Rua e estrada,5
Y11,Y115,,Y11.5 Areas de comercio e de servicos,5
Y11,Y116,,Y11.6 Areas industriais e em construcao,5
Y11,Y117,,Y11.7 Fazenda,5
Y11,Y118,,Y11.8 Outr locais espec,5
Y11,Y119,,Y11.9 Local NE,5
Y12,Y120,,Y12.0 Residencia,5
Y12,Y121,,Y12.1 Habitacao coletiva,5
Y12,Y122,,Y12.2 Escolas outr instit areas admin publica,5
Y12,Y123,,Y12.3 Area p/a pratica de esportes e atletismo,5
Y12,Y124,,Y12.4 Rua e estrada,5
Y12,Y125,,Y12.5 Areas de comercio e de servicos,5
Y12,Y126,,Y12.6 Areas industriais e em construcao,5
Y12,Y127,,Y12.7 Fazenda,5
Y12,Y128,,Y12.8 Outr locais espec,5
Y12,Y129,,Y12.9 Local NE,5
Y13,Y130,,Y13.0 Residencia,5
Y13,Y131,,Y13.1 Habitacao coletiva,5
Y13,Y132,,Y13.2 Escolas outr instit areas admin publica,5
Y13,Y133,,Y13.3 Area p/a pratica de esportes e atletismo,5
Y13,Y134,,Y13.4 Rua e estrada,5
Y13,Y135,,Y13.5 Areas de comercio e de servicos,5
Y13,Y136,,Y13.6 Areas industriais e em construcao,5
Y13,Y137,,Y13.7 Fazenda,5
Y13,Y138,,Y13.8 Outr locais espec,5
Y13,Y139,,Y13.9 Local NE,5
Y14,Y140,,Y14.0 Residencia,5
Y14,Y141,,Y14.1 Habitacao coletiva,5
Y14,Y142,,Y14.2 Escolas outr instit areas admin publica,5
Y14,Y143,,Y14.3 Area p/a pratica de esportes e atletismo,5
Y14,Y144,,Y14.4 Rua e estrada,5
Y14,Y145,,Y14.5 Areas de comercio e de servicos,5
Y14,Y146,,Y14.6 Areas industriais e em construcao,5
Y14,Y147,,Y14.7 Fazenda,5
Y14,Y148,,Y14.8 Outr locais espec,5
Y14,Y149,,Y14.9 Local NE,5
Y15,Y150,,Y15.0 Residencia,5
Y15,Y151,,Y15.1 Habitacao coletiva,5
Y15,Y152,,Y15.2 Escolas outr instit areas admin publica,5
Y15,Y153,,Y15.3 Area p/a pratica de esportes e atletismo,5
Y15,Y154,,Y15.4 Rua e estrada,5
Y15,Y155,,Y15.5 Areas de comercio e de servicos,5
Y15,Y156,,Y15.6 Areas industriais e em construcao,5
Y15,Y157,,Y15.7 Fazenda,5
Y15,Y158,,Y15.8 Outr locais espec,5
Y15,Y159,,Y15.9 Local NE,5
Y16,Y160,,Y16.0 Residencia,5
Y16,Y161,,Y16.1 Habitacao coletiva,5
Y16,Y162,,Y16.2 Escolas outr instit areas admin publica,5
Y16,Y163,,Y16.3 Area p/a pratica de esportes e atletismo,5
Y16,Y164,,Y16.4 Rua e estrada,5
Y16,Y165,,Y16.5 Areas de comercio e de servicos,5
Y16,Y166,,Y16.6 Areas industriais e em construcao,5
Y16,Y167,,Y16.7 Fazenda,5
Y16,Y168,,Y16.8 Outr locais espec,5
Y16,Y169,,Y16.9 Local NE,5
Y17,Y170,,Y17.0 Residencia,5
Y17,Y171,,Y17.1 Habitacao coletiva,5
Y17,Y172,,Y17.2 Escolas outr instit areas admin publica,5
Y17,Y173,,Y17.3 Area p/a pratica de esportes e atletismo,5
Y17,Y174,,Y17.4 Rua e estrada,5
Y17,Y175,,Y17.5 Areas de comercio e de servicos,5
Y17,Y176,,Y17.6 Areas industriais e em construcao,5
Y17,Y177,,Y17.7 Fazenda,5
Y17,Y178,,Y17.8 Outr locais espec,5
Y17,Y179,,Y17.9 Local NE,5
Y18,Y180,,Y18.0 Residencia,5
Y18,Y181,,Y18.1 Habitacao coletiva,5
Y18,Y182,,Y18.2 Escolas outr instit areas admin publica,5
Y18,Y183,,Y18.3 Area p/a pratica de esportes e atletismo,5
Y18,Y184,,Y18.4 Rua e estrada,5
Y18,Y185,,Y18.5 Areas de comercio e de servicos,5
Y18,Y186,,Y18.6 Areas industriais e em construcao,5
Y18,Y187,,Y18.7 Fazenda,5
Y18,Y188,,Y18.8 Outr locais espec,5
Y18,Y189,,Y18.9 Local NE,5
Y19,Y190,,Y19.0 Residencia,5
Y19,Y191,,Y19.1 Habitacao coletiva,5
Y19,Y192,,Y19.2 Escolas outr instit areas admin publica,5
Y19,Y193,,Y19.3 Area p/a pratica de esportes e atletismo,5
Y19,Y194,,Y19.4 Rua e estrada,5
Y19,Y195,,Y19.5 Areas de comercio e de servicos,5
Y19,Y196,,Y19.6 Areas industriais e em construcao,5
Y19,Y197,,Y19.7 Fazenda,5
Y19,Y198,,Y19.8 Outr locais espec,5
Y19,Y199,,Y19.9 Local NE,5
Y20,Y200,,Y20.0 Residencia,5
Y20,Y201,,Y20.1 Habitacao coletiva,5
Y20,Y202,,Y20.2 Escolas outr instit areas admin publica,5
Y20,Y203,,Y20.3 Area p/a pratica de esportes e atletismo,5
Y20,Y204,,Y20.4 Rua e estrada,5
Y20,Y205,,Y20.5 Areas de comercio e de servicos,5
Y20,Y206,,Y20.6 Areas industriais e em construcao,5
Y20,Y207,,Y20.7 Fazenda,5
Y20,Y208,,Y20.8 Outr locais espec,5
Y20,Y209,,Y20.9 Local NE,5
